Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,EchoLink,Coordination,Last update,IRLP,Notes,Web links,Downlink Tone,On-air,Affiliate,Features,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Nets,DMR Enabled,Color Code,Wide Network,Talkgroups,Colorado,Denver Regional,Links,WIRES-X,Grid,Commands,Northern Colorado,D-STAR Enabled,Node,Sources,Feed,P25 Digital Enabled,NAC,Default Reflector,Worldwide,North America,Local/Cluster,Southern Colorado,Talkgroup Network,English,Kansas,Local or Reflector,CKRG,KansasLink,Bandwidth,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,TAC 310,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,Local Network,Location Photo,BYRG,Wyoming,WyLOCAL
146.835,-0.6,100,N0VPX,Pawnee Rock,KS,OPEN,,187.9,SE,,146.835,146.235,100,Barton,On-Air,Wide area.,"N0VPX, Central Kansas Repeater Group.",,Kansas Repeater Council,,,,http://www.ckrgclub.com,100,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,162.2,AB0UO,Russell,KS,OPEN,,189.6,ESE,,147.285,147.885,162.2,Russell,On-Air,Repeater Coverage Map,Russell County EM,,Kansas Repeater Council,,,"CSQ = local only.  Link access requires PL 162.2. 
Can be linked to K-Link by a control operator.",K-Link Repeater Network,162.2,,,E-power (batt/gen).,,,,,"ARES: Wed at 21:00. 
ARES: Sat at 21:00.",,,,,,,"Linkable to  
        444.95000 (AB0UO) at Russell, K-Link, KS .
 


Linkable to  
        444.85000 (KS0LNK) at Minneapolis, K-Link, KS .",,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.95,5,162.2,AB0UO,"Russell, K-Link",KS,OPEN,,189.6,ESE,,444.95,449.95,162.2,Russell,On-Air,Click for coverage map.  35 mi radius.,Russell County EM,,Kansas Repeater Council,,,,K-Link Repeater Network,162.2,,K-Link Repeater System,"K-Link Repeater Network. 
E-power",,,,,,,,,,,,"Full-time to  
        442.45000 (N7JYS) at Hays, K-Link, KS .
 


Linkable to  
        147.28500 (AB0UO) at Russell, KS .
 


Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .",,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,190.3,WSW,,927.775,902.775,D116,Custer,On-Air,,Royal Gorge Amateur Radio Club,,CCARC,,,System uses digital PL,,D116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,190.3,WSW,,448.15,443.15,103.5,Custer,On-Air,,Royal George ARC,,CCARC,,,,http://www.qsl.net/rghc,103.5,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Winter Park, Winter Park",CO,OPEN,,190.3,WNW,,147.285,147.885,88.5,Grand,On-Air,,Colorado Connection,,CCARC,,,,,123,,,,,,,,,,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,190.3,WSW,,147.06,147.66,77,Custer,On-Air,,http://www.qsl.net/rghc,,CCARC,,,,,77,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,190.4,WSW,,448.325,443.325,100,Custer,On-Air,,,,,,,,,100,,The Fun Machine,,,,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,190.4,WSW,,919.1,894.1,88.5,Pueblo,Off-Air,Wide area.,Pueblo HC,,CCARC,,,,,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,,N5AKN,Forgan,OK,OPEN,,190.6,SSE,,147.39,147.99,,Beaver,,70,N5AKN,,ORSI,,,,,,Unknown,,WX.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.375,0.6,100,K0BV,"Trinidad, Raton Pass",CO,OPEN,,190.9,SW,,147.375,147.975,100,Las Animas,Off-Air,Good coverage along I-25 between CO/NM state line and 40 miles north.,K0BV,,CCARC,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.6,-5,107.2,KC0CVU,"Trinidad, Raton Pass",CO,OPEN,,190.9,SW,,449.6,444.6,107.2,Las Animas,Off-Air,Wide area.,Cheyenne Mtn Rptr Grp,,CCARC,,,,CMRG Repeaters,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.375,-5,100,KG5JL,"Trinidad, Raton Pass",CO,OPEN,,190.9,SW,,447.375,442.375,100,Las Animas,On-Air,"Covers I-25 from CO/NM border to north of Trinidad, CO.",KG5JL,,CCARC,,,,,,,,E-power (batt).,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC1,N0VPX,Pawnee Rock,KS,OPEN,,191.1,SE,,444.325,449.325,,Barton,On-Air,Wide area. 50 mi radius.,"N0VPX, Central Kansas Repeater Group",,Kansas Repeater Council,,,,http://www.ckrgclub.com,,,,,,Open ↑ / Open ↓,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Full-time internet linked to the  CKRG System .,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,,,
147.375,0.6,162.2,NZ0M,"Osborne, K-Link",KS,OPEN,,191.3,ESE,,147.375,147.975,162.2,Osborne,On-Air,Click for coverage map.  35 mi radius.,ORUG,,Kansas Repeater Council,,,,K-Link Repeater Network,CSQ,,Affiliate of the K-Link Repeater Network,"K-Link. 
RF Linked to Beloit 442.800.",,,,,"RACES, ARES",,,,,,,Full-time to the  K-Link System .,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.445,0,88.5,AG0N,Scottsbluff,NE,OPEN,I,191.8,NNW,,146.445,146.445,88.5,Scotts Bluff,On-Air,,,,,,3055,This is a simplex IRLP node. 147.285 rptr is down. 3055 is directly accessed on 146.445 w/88.5 tone. Controlled access. Contact AG0N for access. 147.435/123PL Scottsbluff node 8930 available 24/7 no access code.,http://garymcduffie.com,88.5,,,,,,,,,,,,,,,,,,Access pre-fix = 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.825,5,,W0KAV,Scottsbluff,NE,OPEN,,192.7,NNW,,444.825,449.825,,Scotts Bluff,On-Air,,W0KAV/KW0R,,,,,,,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.475,-0.6,,WD0BQM,Scottsbluff,NE,OPEN,,192.7,NNW,,145.475,144.875,,Scotts Bluff,On-Air,20,RWMC,,,,,,,,,,e-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,103.5,WA4CCC,Winter Park,CO,OPEN,,192.8,WNW,,447.45,442.45,103.5,Grand,On-Air,,W0IG,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,100,N0JPX,La Veta,CO,OPEN,I,193.5,SW,,145.355,144.755,100,Huerfano,On-Air,,N0JPX,,CCARC,,3974,,,,,,"E-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7625,-5,CC0,N0SZ,"Fairplay, Badger",CO,OPEN,,193.7,W,,446.7625,441.7625,,Park,On-Air,,K7PFJ,,,,,,,,,RMHAM,,,,,,,,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.85,5,74.4,KA0RCZ,Kearney,NE,OPEN,,194.2,E,,444.85,449.85,74.4,Buffalo,On-Air,,KA0RCZ,,WB0CMC,,,,,74.4,,,"Autopatch, e-power, linked.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,123,W0KY,Kearney,NE,OPEN,,194.2,E,,146.625,146.025,123,Buffalo,On-Air,,Midway Amateur Radio Club (MARC),,WB0CMC,,,,http://w0ky.club/,123,,,E-power.,,,,,MARC: Every Thursday at 20:15 Local time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.315,0.6,123,KA0RCZ,Kearney,NE,OPEN,,194.2,E,,147.315,147.915,123,Buffalo,On-Air,SW Central Nebraska,"MARC, WA0LST, N0LVL",,,,,,http://w0ky.club/,123,,MARC,Linked to 444.625 Axtell,,,,,Buffalo/Dawson Counties ARES net: Tue at 20:15.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,123,KA0DBK,Kearney,NE,OPEN,,194.2,E,,147.39,147.99,123,Buffalo,On-Air,,KA0DBK,,,,,,,123,,,"E-power, WX.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,,KD0PBW,Kearney,NE,OPEN,,194.2,E,,147.03,147.63,,Buffalo,On-Air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KD0PBW (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,-0.6,123,KC0WZL,"Kearney, Kearney Water Tower",NE,OPEN,,194.4,E,,147,146.4,123,Buffalo,On-Air,15,MARC,,,,,This is the severe weather operations machine for the Kearney area.,http://w0ky.club/,,,,,,,,,Weather nets as needed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,CSQ,N0LL,Smith Center,KS,OPEN,,194.6,ESE,,146.61,146.01,CSQ,Smith,On-Air,Local,USCARC,,Kansas Repeater Council,,,,,,,,,,,,,ARES: MON @ 21:00 local,,,,,,,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Trinidad, Raton Pass",CO,OPEN,,194.6,SW,,446.775,441.775,,Las Animas,On-Air,,Cheyenne Mountain Repeater Group (CMRG),,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B),"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,,N2VHZ,Alliance,NE,OPEN,E,195.1,N,,147.015,147.615,,Box Butte,On-Air,Local.,N2VHZ,775183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.925,5,100,N0VPX,"Hoisington, Beaver",KS,OPEN,EA,195.4,SE,,444.925,449.925,100,Barton,On-Air,"Wide area, I-70",CKRG,771574,Kansas Repeater Council,,,,http://www.ckrgclub.com,100,,CKRG,"AllStar, Echolink, Analog bridged to BrandMeister TG31204",,Open ↑ / Open ↓,Yes; analog capable.,46495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,195.4,SSW,,146.85,146.25,100,Union,Off-Air,Wide area.,Sierra Grande RC,,NMFCC,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,195.4,SSW,,444.8,449.8,77,Union,Off-Air,Wide area.,Sierra Grande Repeater Club,,NMFCC,,,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,195.4,SSW,,147.175,147.775,141.3,Union,On-Air,,NMEMA ARC,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.075,0.6,,N0NEB,Scottsbluff,NE,OPEN,,196,NNW,,147.075,147.675,,Scotts Bluff,On-Air,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.715,-0.6,103.5,N0NEB,Alliance,NE,OPEN,,196.7,N,,146.715,146.115,103.5,Box Butte,On-Air,,TriCity,,,,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,88.5,KB0VJJ,"Breckenridge, Bald Mountain",CO,OPEN,,197.8,W,,147.39,147.99,88.5,Summit,On-Air,Wide area.,Colorado Connection,,CCARC,,,"Please Note that 146.790 is the old Breckenridge frequency and this repeater may return to that frequency eventually but is now working on 147.390-.  This machine has a split tone, 88.5 rx and 123.0 tx",Breckenridge Repeater,123,,,12,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,88.5,K0HAM,"Hoisington, K-Link",KS,OPEN,,197.9,SE,,147.135,147.735,88.5,Barton,On-Air,Click for coverage map.  45 mi radius.,"NEKSUN, NV8Q.",,Kansas Repeater Council,,,"Performance degraded due to receiver issue. 
90 watts @ 300 feet AGL. 
For local comm use no tone.  For K-Link use PL 88.5.",K-Link Repeater Network,88.5,,K-Link Repeater Network,"E-power. K-Link. 
RF Linked to Ellsworth 444.775.",,,,,,,,,,,,Full-time to the  K-Link System . Linkable to the  NEKSUN (K0HAM) System .,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,131.8,N7JYS,Hoisington,KS,OPEN,A,197.9,SE,,224,222.4,131.8,Barton,On-Air,40,N7JYS,,,,,,,,,Western Kansas Intertie,Autopatch.,,,,45989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0875,-5,CC7,N0SZ,"Breckenridge, Baldy",CO,OPEN,,198.4,W,,445.0875,440.0875,,Fremont,On-Air,,K2AD,,,,,,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.575,-5,103.5,WZ0N,Hartsel,CO,OPEN,,198.6,W,,448.575,443.575,103.5,Park,Off-Air,Western Park County,,,CCARC,,,,,103.5,,,,,,,,,,,,,,,"Full-time internet linked to  
        146.89500 (AB0PC) at Bailey, Dick Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,107.2,WA6IFI,"Trinidad, Raton Pass",CO,OPEN,,199.2,SW,,145.43,144.83,107.2,Las Animas,On-Air,,Cheyenne Mountain Repeater Group,,CCARC,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.075,5,CC1,N0VPX,Great Bend,KS,OPEN,,199.3,SE,,442.075,447.075,,Barton,On-Air,"Great Bend, Hoisington, Ellinwood, Claflin, Pawnee Rock, US-56, K-156, US-281, K-4. 15 mi radius.",N0VPX,,Kansas Repeater Council,,,Please Check Webpage for TG Info,https://centralksrepeater.wixsite.com/ckrg,,,CKRG,DMR,,,,,,,1,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Local or Reflector  1  9  Full-Time    CKRG  1  31204  Full-Time    Local/Cluster  2  2  Full-Time    BYRG  2  31201  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Full-time internet linked to the  CKRG System .,,,,,,,,,,,,,,2,,,,,1,1,,,,,,,,,,,,,,,2,,
444.1,5,100,N0VPX,Great Bend,KS,OPEN,W,199.6,SE,,444.1,449.1,100,Barton,On-Air,"Great Bend, Barton County 20 mi radius.","N0VPX, Central Kansas Repeater Group",,Kansas Repeater Council,,,,http://www.ckrgclub.com,100,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,40777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1,0,100,WD0BQM,Mitchell,NE,OPEN,I,199.6,NNW,,445.1,445.1,100,Scotts Bluff,On-Air,,,,,,3942,This is a simplex IRLP node.,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RDI,"Raton, Raton Pass",NM,OPEN,,199.7,SW,,446.775,441.775,,Colfax,On-Air,,Cheyenne Mountain Repeater Group,,NMFCC,,,,http://www.cmrg.org/,,,,,,,,,,,,,,,,,,,,,,KD0RDI (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.475,5,123,W0WWV,"Campbell, Mid-Rivers E911 Dispatch Center",NE,OPEN,I,199.9,E,,444.475,449.475,123,Franklin,On-Air,Wide Area,Amateur Radio Association of Nebraska,,WB0CMC,,7438,"KerChunk filter. Key up and hold for one second before speaking, or you will be cut off. No hang time, no courtesy tone.",Amateur Radio Asscociation of Nebraska,123,,,E-power.,,,,,"ARAN: Tues &amp; Thurs 20:30 local time. Severe Weather Nets as needed, linked to WX0GID, National Weather Service office in Hastings/Grand Island.",,,,,,,"Full-time to  
        443.20000 (W0WWV) at Hastings, Hastings Dog-Walk Park, NE .
 


Full-time to  
        146.61000 (N0LL) at Smith Center, KS .
 


Full-time to  
        145.13000 (W0WWV) at Hastings, KCNT Tower, NE .
 


Full-time to  
        146.82000 (W0WWV) at Heartwell, KGIN TV Tower , NE .
 


Full-time to  
        147.21000 (W0WWV) at Nelson, NE .
 


Full-time to the  W0WWV System .",,EN00ph,"No special codes for IRLP, just dial the 4 digit node you wish to call. To disconnect, dial 73.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,KR0A,Broken Bow,NE,OPEN,,200.3,NE,,147.06,147.66,,Custer,On-Air,,KR0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.865,-0.6,,KR0A,Broken Bow,NE,OPEN,,200.3,NE,,146.865,146.265,,Custer,Off-Air,,KR0A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,103.5,KI0NN,Great Bend,KS,OPEN,,200.7,SE,,146.76,146.16,103.5,Barton,On-Air,,,,Kansas Repeater Council,,,Off-air briefly for repairs.,http://kanoklaintertiesystem.org/,103.5,,,,,,,,RACES,,,,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,201.3,NW,,448.15,443.15,100,Laramie,Off-Air,,KB7SWR,,WRCG,,,,,,,,,,,,,,,,,,,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,107.2,WB0QMR,Breckenridge,CO,OPEN,I,201.6,W,,146.7,146.1,107.2,Summit,On-Air,,GRARC,,CCARC,,3972,,,,,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,201.8,SW,,449.75,444.75,100,Las Animas,On-Air,,N0ZSN,363976,CCARC,,7301,,The Fun Machine,100,,The Fun Machine,,,,,28368,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,KA0YDW,Granby,CO,OPEN,,202.4,WNW,,146.82,146.22,123,Grand,,,GCARA,,CCARC,,,,,,Unknown,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC,K7PFJ,"Granby, Mt Chauncey",CO,OPEN,,202.4,WNW,,446.875,441.875,,Clear Creek,On-Air,,,,,,,,http://www.rmham.org,,,RMHAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,100,NM5ML,"Raton, Sierra Grande",NM,OPEN,,203.6,SW,,147.28,147.88,100,Colfax,On-Air,Wide area.,,,NMFCC,,,,,,,,8,,,,,,,,,,,,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,123,W0WWV,"Heartwell, KGIN TV Tower",NE,OPEN,,203.8,E,,146.82,146.22,123,Kearney,On-Air,Wide Area,Amateur Radio Association Of Nebraska,,,,,,http://w0wwv.org/,123,,,E-power.,,,,,"ARAN Net: Tue and Thur at 20:00. 
Severe weather nets as needed -linked to National Weather Service office in Hastings/Grand Island, call - WX0GID.",,,,,,,"Full-time to  
        444.47500 (W0WWV) at Campbell, Mid-Rivers E911 Dispatch Center, NE .
 


Full-time to the  W0WWV System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,103.5,KC0UFO,"Fairplay, Sacramento Mountain",CO,OPEN,,204.3,W,,447.125,442.125,103.5,Park,On-Air,"Covers Fairplay, Alma, and western South Park.",KC0UFO,,CCARC,,,"Normally linked via Allstar to 45835 - AB0PC, Bailey, CO.",,103.5,,"Park County Radio Club, AB0PC",Emergency automatic generator.,,,,,"When connected to AB0PC - Bailey: ARES Mon 19:00, Park County Radio Club Wed 19:30.",,,,,,,,,DM69wf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,156.7,KB0VFV,Haviland,KS,OPEN,,207.4,SE,,444.125,449.125,156.7,Kiowa,On-Air,,N0FEK,,Kansas Repeater Council,,,,http://kanoklaintertiesystem.org/,156.7,,"Kan-Okla, Stateline Skywarn",Closed autopatch.,,,,,,,,,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,CC0,N0SZ,"Salida, Methodist Mountain",CO,OPEN,,207.4,WSW,,446.8125,441.8125,,Chaffee,On-Air,,RMHAM,,,,,,,,,,,,,,,,,0,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,,KD0QPG,"Salida, Methodist Mountain",CO,OPEN,,207.4,WSW,,446.975,441.975,,Chaffee,On-Air,,Crestone Amateur Radio Emergency Services,,CCARC,,,,KD0QPG,,,Crestone Amateur Radio Emergency Services,,,,,,,,,,,,,,,,,,,KD0QPG (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,118.8,K0BHN,Wilson,KS,OPEN,,208.2,ESE,,146.97,146.37,118.8,Ellsworth,On-Air,Local 35 mi radius.,K0BHN,,Kansas Repeater Council,,,,,118.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC7,N0SZ,"Leadville, Mosquito Pass",CO,OPEN,,209.2,W,,445.05,440.05,,Lake,On-Air,,K2AD,,CCARC,,,,http://www.rmham.org/,,,Rocky Mountain Ham Radio,,,,,,,,7,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,2,,,,,,,,,,,2,RMHAM,,,,,,,,,,,,,,,,,,,,,
145.445,-0.6,88.5,KB0VJJ,"Leadville, Mosquito Pass",CO,OPEN,,209.4,W,,145.445,144.845,88.5,Lake,On-Air,,Colorado Connection,,CCARC,,,"At 13,685;, it is one of the highest 2-meter repeaters in North America.",,,,,E-power (solar).,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.295,-0.6,107.2,KC0CVU,"Salida, Methodist Mountain",CO,OPEN,,209.6,WSW,,145.295,144.695,107.2,Chaffee,On-Air,Wide area.,Cheyenne Mtn Repeater Group,,CCARC,,,,CMRG Repeaters,,,,,,,,,,,,,,,,,,DM78ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.285,0.6,88.5,KB0VJJ,"Salida, Methodist Mountain",CO,OPEN,,209.6,WSW,,147.285,147.885,88.5,Chaffee,On-Air,"Wide area: South Park, Gunnison, Pueblo, and the San Luis Valley south to New Mexico. At extremes, it has been worked from east of Montrose and Blue Mesa Resevoir, on Fremont Pass near Climax, in and around Bailey on U.S. 285, and south toward Trinidad on Interstate 25.",Colorado Connection,,CCARC,,,,,123,,,11,,,,,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES Net: Sun at 20:00.",,,,,,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,103.5,W0MRT,St. John,KS,OPEN,,209.7,SE,,146.7,146.1,103.5,Stafford,On-Air,10,,,,,,,http://kanoklaintertiesystem.org/,,,,,,,,,,,,,,,,Full-time to the  Kan-Okla Intertie System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
