Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Sponsor,Coordination,Last update,Downlink Tone,Affiliate,On-air,D-STAR Enabled,Node,Sources,EchoLink,IRLP,Features,Coverage,AllStar,Links,Commands,Nets,Web links,Notes,DMR Enabled,Color Code,Wide Network,Grid,Location Photo,Talkgroups,Colorado,Southern Colorado,Talkgroup Network,Denver Regional,Northern Colorado,Worldwide,North America,English,Europe,TAC 310,DCI Bridge,Southwest USA,Feed,P25 Digital Enabled,NAC,Default Reflector,Mixed-Mode,Data,DMRX 1,Utah Statewide 2,Local/Cluster,TAC 311,USA,Utah,Mountain Reg USA,PA (PA-525),Hytera USA,SNARS,Parrott,Audio Test,All TG's Off,All TG's On,YSF Digital Enabled,DG-ID,Local Network,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,Local,Wyoming,WyLOCAL,WIRES-X,Worldwide English,N. Colorado
447.325,-5,114.8,N7KYY,Springville,UT,OPEN,,178.1,WNW,yes,447.325,442.325,114.8,Utah,On-Air,,UVHFS,yes,,,,,,,,,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,100,K0JSC,Westcliffe,CO,OPEN,,178.5,SE,yes,448.325,443.325,100,Custer,On-Air,,,yes,100,The Fun Machine,,,,,,,,,,Full-time to the  The Fun Machine System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,77,KB0TUC,Westcliffe,CO,OPEN,,178.5,SE,yes,147.06,147.66,77,Custer,On-Air,http://www.qsl.net/rghc,CCARC,yes,77,,,,,,,,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,103.5,KB0TUC,Westcliffe,CO,OPEN,,178.5,SE,yes,448.15,443.15,103.5,Custer,On-Air,Royal George ARC,CCARC,yes,103.5,,,,,,,,E-power.,,,,,,http://www.qsl.net/rghc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.775,-25,D116,KB0TUC,Westcliffe,CO,OPEN,,178.5,SE,yes,927.775,902.775,D116,Custer,On-Air,Royal Gorge Amateur Radio Club,CCARC,yes,D116,,,,,,,,,,,,,,,System uses digital PL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919.1,-25,88.5,ND0Q,"Westcliffe, Deer Peak",CO,OPEN,,178.5,SE,yes,919.1,894.1,88.5,Pueblo,Off-Air,Pueblo HC,CCARC,yes,CSQ,,,,,,,,,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.85,-5,88.5,K0IBM,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,448.85,443.85,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,yes,88.5,,,,,,,,e-power.,"Denver metro, central front range",,,,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,103.5,KI0GO,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,449.75,444.75,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,yes,103.5,,,,,,,,8,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,-1.6,103.5,N0MHU,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,224,222.4,103.5,Jefferson,On-Air,Rocky Mountain Radio League,CCARC,yes,103.5,,,,,,,,8,,,,,,Repeater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.74,-1.6,88.5,N0POH,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,224.74,223.14,88.5,Jefferson,On-Air,Aurora Repeater Assoc,CCARC,yes,88.5,,,,,,,,e-power,,,,,ARA: Wed at 2000.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,W0CBI,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,147.15,147.75,100,Jefferson,On-Air,Aurora Repeater Assoc (ARA),CCARC,yes,100,,,,,,,,e-power,"Denver metro, central front range",,"Linkable to  
        224.74000 (N0POH) at Golden, Guy Hill, CO .",,ARA: Wed at 20:00.,ARA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,103.5,WT0C,"Golden, Guy Hill",CO,OPEN,,178.9,E,yes,145.22,144.62,103.5,Jefferson,On-Air,Rocky Mtn Radio League,CCARC,yes,103.5,,,,,,,,8,Wide area.,,,,,Repeater,Talk-Group of $FFFF.,,,,,,,,,,,,,,,,,,,,yes,293,yes,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.475,-5,186.2,WD7N,Springville,UT,OPEN,,179.3,WNW,yes,447.475,442.475,186.2,Utah,On-Air,,UVHFS,yes,,,,,,,,,4,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.075,-5,131.8,N7FQ,Salem,UT,OPEN,,179.9,WNW,yes,447.075,442.075,131.8,Utah,Off-Air,,UVHFS,yes,,,,,,,,,,Utah County from Alpine to Payson.,,,,,http://www.n7fq.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,88.5,WB7REL,"Salina, Beesting Peak",UT,OPEN,,179.9,WNW,yes,449.3,444.3,88.5,Sevier,Off-Air,W7DHH,UVHFS,yes,,,,,,,,,"Remote base, 10,020'.",Wide area.,,,,,http://www.sanpeteso.org/skyline/skyline_files/frame.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC7,K0JSC,"Canon City, Fremont Peak",CO,OPEN,,180.6,SE,yes,446.7375,441.7375,,Fremont,On-Air,,CCARC,yes,,Rocky Mountain Ham Radio,,,,,,,IPSC Link to the Colorado network on Talk Slot 2.,"Fremont county and state wide on Talk Slot 2.  40 mi radius. 
   Repeater Coverage Map",,Full-time to the  Colorado TRBO System .,,,http://www.k0jsc.com,Talk Slot 2 linked to the RMHAM trbo system/Talk Slot 1 Local.,yes,7,,DM78ii,yes,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  2  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.25,-5,100,K0JSC,"Canon City, Fremont Peak",CO,OPEN,EIA,180.6,SE,yes,447.25,442.25,100,Fremont,On-Air,,CCARC,yes,100,,,,,,363976,7301,,"Wide from Custer County to Park County and Chaffee County to Pueblo County. 
   Repeater Coverage Map",28368,Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",K0JSC dot Com,,,,,DM78ik,yes,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1.7,88.5,WB0WDF,"Canon City, Fremont Peak",CO,OPEN,,180.6,SE,yes,53.03,51.33,88.5,Fremont,On-Air,WB0WDF,CCARC,yes,88.5,RGARC,,,,,,,"E-power (Bat). Split Site; TX Fremont Peak, RX 8 Mile Mountain",,,,,,Http://www.qsl.net/rghc,Split site Fremont peak transmitter and 8 mile mountain reciever.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,180.6,SE,yes,145.49,144.89,103.5,Fremont,On-Air,Royal Gorge Amateur Radio Club,CCARC,yes,103.5,Colorado ARES Region 5 District 1,,,,,,,E-power (Bat),,,,,"RGARC Net: Wed at 19:00. 
ARES Net: Wed at 19:30.",Royal Gorge Amateur Radio Club,,,,,DM78ik,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.96,-1.6,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,,180.6,SE,yes,223.96,222.36,103.5,Fremont,On-Air,RGARC,CCARC,yes,103.5,,,,,,,,"E-power (Bat), Remote Base","Wide area. 
   Repeater Coverage Map",,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,103.5,WD0EKR,"Canon City, Fremont Peak",CO,OPEN,I,180.6,SE,yes,447.75,442.75,103.5,Fremont,On-Air,RGARC,CCARC,yes,103.5,,,,,,,3081,E-power (Bat),,,,,,Royal Gorge Amateur Radio Club,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7,-25,D114,KB0TUC,"Canon City, Fremont Peak",CO,OPEN,,180.9,SE,yes,927.7,902.7,D114,Fremont,On-Air,Royal Gorge ARC,CCARC,yes,D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,181,E,yes,146.91,147.51,123,Boulder,On-Air,,,yes,127.3,"Town of Gold Hill, Colorado",,,,,,,,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,"Summer Tue at 19:30P, Winter 19:00.",http://goldhilltown.com/,There is a MOU With BCARES for repeater use.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,100,KI0HG,"Allenspark, AFPD Station #5",CO,OPEN,,181.1,E,yes,147.03,147.63,100,Boulder,On-Air,KI0HG,CCARC,yes,,Boulder County Amateur Radio Emergency Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,88.5,N0OWY,"Conifer, Critchell Mountain",CO,OPEN,,181.5,ESE,yes,447.5,442.5,88.5,Jefferson,On-Air,Aurora Repeater Association,CCARC,yes,88.5,,,,,,,,E-power.,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.125,-5,100,K7UCA,"Payson, Mountain View Hospital",UT,OPEN,,181.6,WNW,yes,447.125,442.125,100,Utah,Off-Air,Utah Co ARES,UVHFS,yes,,UCARES,,,,,,,4,Wasatch Front from Payson to Tremonton.,,,,,http://ucares.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.875,-5,CC6,N0SZ,Westcreek,CO,OPEN,,181.7,ESE,yes,446.875,441.875,,Douglas,On-Air,W0VG,CCARC,yes,,RMHAM,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,http://www.rmham.org,,yes,6,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700  Full-Time    Southern Colorado  2  719  Full-Time    Denver Regional  2  720  Full-Time    Northern Colorado  2  721  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,2,RMHAM,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,-5,100,NV7V,Payson,UT,OPEN,,181.8,WNW,yes,447,442,100,Utah,On-Air,,UVHFS,yes,100,,,,,,,,WX.,Metro Utah County,,147.4,"ABC time 
AAAA voice test records your voice and then replays it.  Start speaking when the repeater says ""ready"". 
Send CC followed by whatever tone you wish to test.",Mountain View Stake net: Sun at 20:00.,http://nv7v.org,"Bulletins from ARRL, Amateur Radio Newsline, Rain Report, Handiham and QSO today are transmitted all day Saturdays.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,100,KB5ITS,"Lukachukai, Roof Butte",AZ,OPEN,,182.3,S,yes,145.25,144.65,100,Apache,On-Air,San Juan Connection,ARCA,yes,,,,,,,,,"E-power, linked.",,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,100,NM5SJ,"Lukachukai, Roof Butte",AZ,OPEN,,182.3,S,yes,146.82,146.22,100,Apache,On-Air,Totah ARC,ARCA,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,107.2,NX0G,Cripple Creek,CO,OPEN,,182.6,ESE,yes,147.015,147.615,107.2,Teller,On-Air,Mountain ARC,CCARC,yes,,,,,,,,,E-power.,,,"Full-time to  
        146.68500 (NX0G) at Lake George, Badger Mountain, CO .
 


Full-time to  
        146.82000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        448.65000 (NX0G) at Woodland Park, CO .
 


Full-time to  
        447.47500 (NX0G) at Colorado Springs, CO .",,MARC/PCRC: Tue at 19:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.7,-20,67,WB0WDF,Cripple Creek,CO,OPEN,,182.6,ESE,yes,1287.7,1267.7,67,Teller,Testing,WB0WDF,CCARC,yes,,,,,,,,,,,,,,,,Testing in Canon City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,67,WB0WDF,Cripple Creek,CO,OPEN,,182.6,ESE,yes,145.46,144.86,67,Teller,On-Air,WB0WDF,CCARC,yes,,RGARC,,,,,,,"E-power, 100% Solar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.94,-1.6,67,WB0WDF,Cripple Creek,CO,OPEN,,182.6,ESE,yes,224.94,223.34,67,Teller,Testing,,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.4,-5,67,WB0WDF,Cripple Creek,CO,OPEN,,182.6,ESE,yes,447.4,442.4,67,Teller,On-Air,WB0WDF,CCARC,yes,,,,,,,,,"E-power, Solar, Remote Base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,KB7M,Payson,UT,OPEN,I,182.7,WNW,yes,448.025,443.025,100,Utah,On-Air,,UVHFS,yes,,,,,,,,4482,Remote base.,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,167.9,KB7YOT,Provo,UT,OPEN,,182.7,WNW,yes,449.825,444.825,167.9,Utah,Off-Air,,UVHFS,yes,,,,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.625,-5,141.3,W0KU,"Golden, Lookout Mountain",CO,OPEN,I,182.7,E,yes,449.625,444.625,141.3,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,yes,141.3,,,,,,,3750,E-power,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.17,-1.7,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,182.9,E,yes,53.17,51.47,107.2,Jefferson,On-Air,N6LXX,CCARC,yes,CSQ,N6LXX,,,,,,,,"I-70,I-76,I-25,I-225",29883,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.875,-5,107.2,N6LXX,"Morrison, Mt. Morrison",CO,OPEN,A,182.9,E,yes,447.875,442.875,107.2,Jefferson,On-Air,N6LXX,CCARC,yes,107.2,N6LXX,,,,,,,,"I-70,I-76,I-25,I-225",29913,Full-time to the  N6LXX System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,CC7,N0SZ,"Golden, Lookout Mountain",CO,OPEN,,183,E,yes,145.37,144.77,,Jefferson,On-Air,Rocky Mountain Ham Radio,CCARC,yes,,,,,,,,,,,,,,,Rocky Mountain Ham Radio,See the website for programming information.,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.9625,-20,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,183,E,yes,1283.9625,1263.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,yes,W0CDS (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.9,0,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,183,E,yes,1299.9,1299.9,,Jefferson,On-Air,Colorado D-Star,,yes,,,,yes,W0CDS (A) DVAP 24/7,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.25,-0.6,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,183,E,yes,145.25,144.65,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,yes,W0CDS (C) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9625,-5,,W0CDS,"Golden, Lookout Mountain",CO,OPEN,,183,E,yes,446.9625,441.9625,,Jefferson,On-Air,Colorado D-Star,CCARC,yes,,,,yes,W0CDS (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,Colorado D-Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8375,-5,CC7,WA2YZT,"Golden, Lookout",CO,OPEN,,183.1,E,yes,446.8375,441.8375,,Jefferson,On-Air,WA2YZT,CCARC,yes,,,,,,,,,200,,,Full-time to the  Colorado TRBO System .,,,,See website for more info on CC/TS/TG programming.  www.rmham.org,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,183.5,SE,yes,147.08,147.68,162.2,Rio Arriba,On-Air,SFARC,NMFCC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC1,N0SZ,"Boulder, Lee Hill",CO,OPEN,,183.9,E,yes,445.05,440.05,,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,yes,,,,,,,,,BrandMeister Network,Wide area,,,,,,,yes,1,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,
446.9875,-5,CC7,N0SZ,"Boulder, Lee Hill",CO,OPEN,,183.9,E,yes,446.9875,441.9875,,Boulder,On-Air,Rocky Mountain Ham Radio,,yes,,,,,,,,,Linked on Time Slot 2 to  Almagre Mtn  (446.950).,,,"Full-time to  
        446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO .
 


Full-time to the  Colorado TRBO System .",,,,,yes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,183.9,E,yes,447.75,442.75,141.3,Boulder,On-Air,Rocky Mountain Ham Radio,CCARC,yes,141.3,,,,,,,3450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.33,-0.6,100,N7BYU,"Provo, BYU",UT,OPEN,E,183.9,WNW,yes,145.33,144.73,100,Utah,On-Air,"KI7TD,  BYU ARC",UVHFS,yes,,,,,,,96806,,"Closed autopatch, linked.",Utah County from Alpine to Payson.,,,,BYU ARC: Thu at 21:00.,BYU Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.075,-5,167.9,N7BYU,"Provo, BYU",UT,OPEN,E,183.9,WNW,yes,449.075,444.075,167.9,Utah,On-Air,"KI7TD,  BYU ARC",UVHFS,yes,,,,,,,96806,,4,Utah County from Alpine to Payson.,,,,,BYU Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,183.9,E,yes,145.46,144.86,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,yes,107.2,CRA VHF Link System,,,,,347086,3990,"Closed autopatch, e-power.",Boulder/Denver Metro,,"Full-time to  
        145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO .
 


Full-time to  
        147.22500 (W0CRA) at Larkspur, Westcreek, CO .",Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,183.9,E,yes,447.975,442.975,107.2,Boulder,On-Air,Colorado Repeater Association (CRA),CCARC,yes,107.2,,,,,,,,Closed autopatch.,Wide area: Boulder/Longmont area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,183.9,E,yes,224.02,222.42,,Boulder,On-Air,Rocky Mtn VHF Soc,CCARC,yes,,,,,,,217336,,8,Denver metro area.,,"Full-time to  
        449.55000 (W0IA) at Boulder, CO .",,,RMVHS repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.125,-5,107.2,N0PYY,Golden,CO,OPEN,,184,E,yes,448.125,443.125,107.2,Jefferson,On-Air,Denver PD EEB,CCARC,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.7875,-25,156.7,N0PYY,Golden,CO,OPEN,,184,E,yes,927.7875,902.7875,156.7,Jefferson,On-Air,N0PYY,,yes,,,,,,,,,,Golden and Denver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.425,-5,,N7EVC,Provo,UT,OPEN,,184,WNW,yes,447.425,442.425,,Utah,Off-Air,,UVHFS,yes,,,,,,,,,,Utah County from Alpine to Payson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.975,-5,123,W0GV,Golden,CO,OPEN,A,184,E,yes,448.975,443.975,123,Jefferson,On-Air,FRG,CCARC,yes,,,,,,,,,Linkable VHF/UHF Remote Base,Wide area.,42845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,100,K0JSC,"Canon City, Colorado",CO,OPEN,EIA,184.1,SE,yes,447.975,442.975,100,Fremont,On-Air,K0JSC,CCARC,yes,100,,,,,,363976,7301,Autopatch.,"Canon City area. 
   Repeater Coverage Map",28368,Full-time to the  The Fun Machine System .,,"Region 2 District 2 ARES Net: Tue at 19:00. 
EOSS Net: Tue at 20:00. 
RGARC Net: Wed at 19:00. 
Region 5 District 1 ARES Net: Wed at 19:30. 
APRS Net: Sun at 19:00. 
Region 5 District 2 ARES Net: Sun at 19:30. 
Statewide ARES Net: Sun at 20:00.",http://www.k0jsc.com,,,,,,,,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.925,-5,CC7,N0ESQ,"Castle Rock, Devils Head",CO,OPEN,,184.6,ESE,yes,446.925,441.925,,Douglas,On-Air,,CCARC,yes,,,,,,,,,,,,Full-time to the  Colorado TRBO System .,,,Rocky Mountain Ham Radio,See the website for programming info.,yes,7,,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Southern Colorado  1  719      Denver Regional  2  720    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,146.2,N0ESQ,"Castle Rock, Devils Head (Pike National Forest)",CO,OPEN,,184.6,ESE,yes,447.525,442.525,146.2,Douglas,On-Air,EmComm Colorado,CCARC,yes,146.2,Colorado ARES,,,,,,,,"Denver metro north to the Wyoming border. Back country including Bailey, Deckers, Woodland Park. Severe null due east due to Devils Head Peak.",,,,,,"This is not a ragchew machine. Traffic is limited to ARES, RACES and EmComm administrative, exercise, public service and disaster response.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.95,-5,,N7ZOI,Midway,UT,OPEN,,184.6,WNW,yes,449.95,444.95,,Wasatch,On-Air,,UVHFS,yes,,,,,,,,,,Heber city and surrounding communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.975,-5,CC0,KB0VGD,"Golden, Table Mountain",CO,OPEN,,184.8,E,yes,446.975,441.975,,Jefferson,On-Air,W0DMR,,yes,,,,,,,,,,Denver Metro Area,,,"TS 1, CC 2: TG 3171 - Northern Colorado Network, TG 3100 - DCI Bridge, TG 1776 - USA Network, TG 310 - Tac 310.  

TS 2, CC 2: TG 2 - Local","Tac 310 Net, Sundays 18:00 Mountain Time, TS1, TG 310.",http://www.w0dmr.org/,,yes,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,123,N0FH,Estes Park,CO,OPEN,EI,184.8,E,yes,449.8,444.8,123,Larimer,On-Air,Estes Valley ARC,CCARC,yes,,,,,,,625757,7268,E-Power,,,"Full-time to  
        146.68500 (N0FH) at Estes Park, CO .","The EchoLink node connects to both machines. The node is open (no passwords; touch tone only the the ' * ' character followed by a four, five, or six digit node number where you wish to connect). The disconnect is ' # '.",ARES D-10: Thu at 19:00.,,"Both Echolink and IRLP are open, IRLP connect is a four digit node number only and '73' to disconnect. Top of Hour time is announced from 0600 to 2200.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
