Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,County,Op Status,Features,Links,Coordination,Last update,Sponsor,Coverage,On-air,Nets,Downlink Tone,D-STAR Enabled,Node,Sources,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Worldwide,North America,Local/Cluster,Notes,Feed,Web links,Affiliate,EchoLink,IRLP,Colorado,Southern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,AllStar,Denver Regional,Northern Colorado,Location Photo,Grid,Commands,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,DCI Bridge,Mountain Reg USA,Worldwide English,Wyoming,WyLOCAL,Europe,Southwest USA
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,160.6,S,,145.21,144.61,110.9,Colfax,On-Air,,,NMFCC,,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,110.9,,,,,,,,,,,,,,,,,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,
444.975,5,123,N5TSV,"Taos, Wheeler Peak",NM,OPEN,,160.7,SSW,,444.975,449.975,123,Taos,On-Air,,,NMFCC,,N5TSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,KB7SWR,Cheyenne,WY,OPEN,,161.6,N,,448.15,443.15,100,Laramie,Off-Air,,"Full-time to  
        145.23500 (KB7SWR) at Cheyenne, WY .",WRCG,,KB7SWR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Tres Piedras, San Antonio Mtn.",NM,OPEN,,163.5,SSW,,145.175,144.575,141.3,Taos,Off-Air,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,67,KF5PFO,"Tres Piedras, San Antonio Mountain",NM,OPEN,,163.6,SSW,,146.76,146.16,67,Taos,On-Air,11,,,,Taos ARC,"Wide area: Most of Taos County, Eastern Rio Arriba County and the San Luis Valley in Southern Colorado.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.08,0.6,162.2,W5SF,"Chama, Overlook Mtn",NM,OPEN,,163.9,SW,,147.08,147.68,162.2,Rio Arriba,On-Air,,,NMFCC,,SFARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITS,"Ouray, Engineer Mountain",CO,OPEN,,164.1,WSW,,147.27,147.87,127.3,Ouray,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,107.2,N0SWE,Rifle,CO,OPEN,E,164.2,WNW,,146.76,146.16,107.2,Garfield,Off-Air,E-power.,,CCARC,,"N0SWE,  Roaring Fork Amateur Repeater Cooperative","New Castle, Silt, Rifle and Rulison and areas around Parachute.",,,,,,,,,,,,,,,,,,,243117,,,,,,,,,,,DM69cl,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,107.2,KD5OPD,Montrose,CO,OPEN,,166.6,W,,146.79,146.19,107.2,Montrose,On-Air,E-power.,,CCARC,,KC0UXX,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.91,-0.6,107.2,KC0UUX,Montrose,CO,OPEN,,166.6,W,,146.91,146.31,107.2,Montrose,On-Air,E-Power,,CCARC,,,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0ALC,Cedaredge,CO,OPEN,,167.1,W,,147.36,147.96,100,Delta,,,,CCARC,,W0ALC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.825,-5,100,W0ALC,Cedaredge,CO,OPEN,,167.1,W,,449.825,444.825,100,Delta,,,,CCARC,,W0ALC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,107.2,KC0QXX,"Cedaredge, Cedar Mesa",CO,OPEN,,167.1,W,,147.195,147.795,107.2,Delta,,,,,,,Local.,Unknown,,,,,,,,,,,,,,,,,Colorado District 25 ARES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.175,5,156.7,K0WPM,Tribune,KS,OPEN,,167.5,ESE,,442.175,447.175,156.7,Greeley,On-Air,,,,,WKARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,167.9,NNW,,147.015,147.615,146.2,Albany,On-Air,,,,,"Albany County ARES/RACES, University Amateur Radio",Albany County,,,,,,,,,,,,,,,,,http://www.uwyo.edu/uarc/,,82070,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,123,N0JSP,"Pagosa Springs, Oakbrush Hill",CO,OPEN,,168,SW,,146.61,146.01,123,Archuleta,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,168.1,W,,145.355,144.755,88.5,Mesa,On-Air,E-power.,Full-time to the  Colorado Connection System .,CCARC,,Colorado Connection,"Rifle to the east, several miles east of Green River, Utah to the west.",,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",123,,,,,,,,,,,,Colorado Connection system of repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.65,-5,151.4,KB0YNA,"Grand Junction, Grand Mesa",CO,OPEN,I,168.2,W,,449.65,444.65,151.4,Mesa,On-Air,NWS weather alert system.,"Full-time to  
        447.65000 (KB0YNA) at Gunnison, W Mountain or Tenderfoot Mountain, CO .",CCARC,,Keri Washburn,Wide area coverage,,,151.4,,,,,,,,,,,,,,,,,8162,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,
147.375,0.6,156.7,KB5ITS,"Silverton, Kendall Mountain",CO,OPEN,,168.3,WSW,,147.375,147.975,156.7,San Juan,On-Air,13,"Part-time to  
        146.67000 (K0EP) at Durango, Eagle Pass, CO .",CCARC,,,Wide area.,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,67,KB5ITS,"Silverton, Hazelton",CO,OPEN,,169.5,WSW,,444,449,67,Huerfano,On-Air,,,,,,,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,127.3,KB5ITS,"Silverton, Buffalo Boy",CO,OPEN,,169.5,WSW,,145.325,144.725,127.3,San Juan,On-Air,Solar powered,,CCARC,,,,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.525,-5,127.3,KB5ITS,Silverton,CO,OPEN,,169.5,WSW,,447.525,442.525,127.3,San Juan,On-Air,E-power.,,CCARC,,KB5ITS,Wide area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.35,-5,107.2,,"Cedaredge, Grand Mesa",CO,OPEN,,169.8,W,,447.35,442.35,107.2,Delta,,,,CCARC,,Grand Mesa Repeater Assoc (GMRA),,Unknown,,,,,,,,,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.5,-5,107.2,KB0SW,Collbran,CO,OPEN,,170.8,W,,449.5,444.5,107.2,Mesa,Off-Air,E-power.,,CCARC,,Grand Mesa Repeater Association (GMRA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.225,-5,CC11,WY7EOC,"Laramie, Pilot Hill",WY,CLOSED,,171.2,N,,447.225,442.225,,Albany,On-Air,,,WRCG,,Laramie County EM,Wide area.,,,,,,,,11,,Wyoming DMR Project,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Wyoming  1  3156  Full-Time    WyLOCAL  2  100  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,,,,,Wyoming DMR Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,171.6,SE,,444,449,141.3,Hamilton,On-Air,E-power.,Full-time to the  SKECT System .,Kansas Repeater Council,,SKECT,,,,141.3,,,,,,,,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,172.2,S,,147.34,147.94,100,Colfax,On-Air,E-power.,,NMFCC,,Taos ARC,Wide area.,,,,,,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,173.7,ESE,,444.6,449.6,146.2,Wallace,On-Air,,,,,WA0VJR,"US-40 
   Repeater Coverage Map",,,,,,,,,,,,,,,Dial 9335 to access K-Link,,,,,3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.03,-1,,K7UWR,"Laramie,  Pilot Hill",WY,OPEN,,174.3,N,,53.03,52.03,,Albany,Off-Air,8,,,,K7UWR,I-80 from west of Laramie to east of Cheyenne for 25 watt mobiles with 1/4 wave antenna.,,,,,,,,,,,,,,,,,http://www.r-vcr.com/k7uwr/repeater.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,114.8,KC7SNO,"Laramie, Beacon Hill",WY,OPEN,,175.9,NNW,,146.82,146.22,114.8,Albany,On-Air,,,WRCG,,Shy-Wy Amateur Radio Club,Wide area.,,Shy-WY ARC: Thu at 19:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.61,-0.6,,N7UW,"Laramie, University",WY,OPEN,,176.1,NNW,,146.61,146.01,,Albany,On-Air,,,WRCG,,University ARC,Laramie Valley  30 mi radius.,,,,,,,,,,,,,,,,,http://www.uwyo.edu/uarc,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
146.775,-0.6,,KA0TAO,Syracuse,KS,OPEN,,176.3,SE,,146.775,146.175,,Hamilton,On-Air,,,Kansas Repeater Council,,KA0TAO,Local. 20 mi radius.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.43,-0.6,136.5,NM5SJ,Dulce,NM,OPEN,,177,SW,,145.43,144.83,136.5,Rio Arriba,On-Air,,,NMFCC,,SJC EMCOMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.8,-5,107.2,WA4HND,"Parachute, Mount Callahan",CO,OPEN,,178.3,WNW,,449.8,444.8,107.2,Garfield,On-Air,8,,CCARC,,,,,,,,,,,,,,,,,,,,GMRA Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.03,0.6,88.5,KS0GLD,Goodland,KS,OPEN,I,179,E,,147.03,147.63,88.5,Sherman,Off-Air,,,,,Sherman County Amateur Radio Club (SCARE),I-70,,,,,,,,,,,,,,,This is the highest (above sea level) amateur repeater in Kansas.,,SCARE on Facebook,,,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.27,0.6,127.3,KB5ITT,"Silverton, Engineer Mountain",CO,OPEN,,179.9,WSW,,147.27,147.87,127.3,San Juan,On-Air,E-power.,,CCARC,,KB5ITT,Wide area.,,,,,,,,,,,,,,,,,,Durango ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.7,-5,107.2,KB0YNA,"Telluride, Gray Head",CO,OPEN,I,180.2,WSW,,449.7,444.7,107.2,San Miguel,On-Air,E-power.,Full-time to the  GMRA Open System .,CCARC,,Grand Mesa Repeater Association ( GMRA ),Wide Area via links - Western Colorado - Eastern Utah,,RACES: Wed at 19:30.,107.2,,,,,,,,,,,,Closed IRLP out - Ask for a control Op,,,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.955,-0.6,,N0JUN,Holyoke,CO,OPEN,,180.4,NE,,146.955,146.355,,Phillips,,E-power.,,CCARC,,PCARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.165,0.6,114.8,KC7SNO,Albin,WY,OPEN,,182.6,NNE,,147.165,147.765,114.8,Laramie,On-Air,E-power.,"Full-time to  
        147.10500 (KC7SNO) at Cheyenne, North Park, WY .
 


Full-time to  
        146.77500 (KC7SNO) at Cheyenne, Denver Hill, WY .",WRCG,,Shy-Wy Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9125,-5,CC1,W0BX,"Grand Junction, Grand Mesa",CO,OPEN,,183.8,W,,446.9125,441.9125,,Mesa,On-Air,,,,,Bill Frost,"Grand Junction, I70",,,,,,,,1,,,,,,,Brandmeister network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,184.5,SSW,,449.875,444.875,123,Taos,On-Air,"Linked to 147.34, E-Power.",,NMFCC,,Taos ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,184.5,SSW,,147.12,147.72,67,Taos,On-Air,E-power.,,NMFCC,,Taos Amateur Radio Club,Wide area.,,,,,,,,,,,,,,,,,http://taosarc.org/,ARRL,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,184.5,SSW,,224.4,222.8,225.7,Taos,On-Air,,,NMFCC,,Taos ARC,,,,,,,,,,,,,,,,,,http://taosarc.org,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,184.5,SSW,,51.5,51.5,100,Taos,On-Air,,,,,Taos ARC,,,,,,,,,,,,,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.3,-5,107.2,WA4HND,"Grand Junction, Grand Mesa",CO,OPEN,I,185.1,W,,449.3,444.3,107.2,Mesa,On-Air,e-power Linked to GMRA Open System,,CCARC,,,Wide Area I-70 West Rifle to Western Utah,,RACES Wed 1930 hrs,107.2,,,,,,,,,,,,Closed IRLP out,,http://www.gmra.org/,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,185.7,NW,,146.97,146.37,88.5,Moffat,On-Air,,Full-time to the  Colorado Connection System .,CCARC,,Northwest Colorado Amateur Radio Association,,,,123,,,,,,,,,,,,,,,Colorado Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,185.7,NW,,145.265,144.665,107.2,Moffat,,E-power.,,CCARC,,NW Colorado ARC,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,100,K0EP,"Durango, Missionary Ridge",CO,OPEN,,189.4,WSW,,146.7,146.1,100,La Plata,On-Air,9,,CCARC,,Durango ARC,Local.,,,100,,,,,,,,,,,,,,http://durangoarc.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.345,0.6,88.5,KB0VJJ,"Durango, Missionary Ridge",CO,OPEN,,190.2,WSW,,147.345,147.945,88.5,La Plata,On-Air,,Full-time to the  Colorado Connection System .,CCARC,,Colorado Connection,Durango and north towards Molas Divide.,,"Central Colorado Traffic Net: Daily at 19:30.  
Colorado Connection Net (All Welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.1375,-5,CC7,N0SZ,"Durango, Missionary Ridge",CO,OPEN,,190.3,WSW,,445.1375,440.1375,,La Plata,On-Air,,,CCARC,,K2AD,,,,,,,,,7,,,,,,,,,http://www.rmham.org/,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,191.2,SSW,,147.18,147.78,100,Rio Arriba,On-Air,,,NMFCC,,,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,DM76BF,,,,,,,,,,,,,,,,,,,,
147,-0.6,103.5,N0NEB,Harrisburg,NE,OPEN,,192,NNE,,147,146.4,103.5,Banner,On-Air,,,,,Tri-City Radio Amateur Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.35,0.6,88.5,,Boise City,OK,OPEN,,192.4,SE,,147.35,147.95,88.5,Cimarron,On-Air,,,,,CAPROCK / DUST BOWL INTERTIE,"Provides linked coverage to SW KS, OK Panhandle, and the TEXAS panhandle.",,,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.15,0.6,100,KB5ITS,"Ignacio, Spring Creek",CO,OPEN,,193.8,SW,,147.15,147.75,100,La Plata,On-Air,E-power.,,CCARC,,,Bayfield,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,100,N7JNI,Wagon Mound,NM,OPEN,,195.3,S,,444.4,449.4,100,Mora,Off-Air,,,NMFCC,,Mora ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.2,0.6,67,NM5ML,"Wagon Mound, Turkey Mountain",NM,OPEN,,196.9,S,,147.2,147.8,67,Mora,On-Air,8,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,http://nm5ml.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,141.3,NM5EM,"Wagon Mound, Turkey Mtn",NM,OPEN,,197,S,,145.37,144.77,141.3,Mora,Off-Air,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.15,-5,100,W0GJT,Grand Junction,CO,OPEN,EI,197.7,W,,448.15,443.15,100,Mesa,On-Air,,,CCARC,,,,,,,,,,,,,,,,,,,,,,312189,7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.625,-5,131.8,KC5EVE,Durango,CO,OPEN,,198.1,WSW,,448.625,443.625,131.8,La Plata,,,,CCARC,,KC5EVE,Wide area.,Unknown,,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,K0EP,Durango,CO,OPEN,,198.2,WSW,,449.85,444.85,100,La Plata,On-Air,,,CCARC,,DARC,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,K0EP,"Durango, Eagle Pass",CO,OPEN,,199.2,WSW,,146.67,146.07,100,La Plata,On-Air,11,"Part-time to  
        147.37500 (KB5ITS) at Silverton, Kendall Mountain, CO .",CCARC,,Durango ARC,Wide area.,,,,,,,,,,,,,,,Linked active in the summer months only.,,DARC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,199.2,SSW,,147.04,147.64,141.3,Rio Arriba,Off-Air,,,NMFCC,,NMEMA ARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,107.2,W0RRZ,"Grand Junction, GJT",CO,OPEN,I,199.7,W,,145.175,144.575,107.2,Mesa,On-Air,"E-power,",,CCARC,,,Greater grand Junction area.,,,,,,,,,,,,,,,,,,,,3161,,,,,,,,,,,Standard IRLP node commands.,,,,,,,,,,,,,,,,,,,
147.135,0.6,100,KB5ITS,"Durango, Smelter Mountain",CO,OPEN,,199.9,WSW,,147.135,147.735,100,La Plata,On-Air,,,CCARC,,,,,,100,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.22,-0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,201,W,,145.22,144.62,107.2,Mesa,,,,CCARC,,KE0TY,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,,KB0SW,Grand Junction,CO,CLOSED,,201,W,,449,444,,Mesa,On-Air,,,CCARC,,KB0SW,,,,107.2,,,,,,,,,,,,,,,Grand Mesa Repeater Assoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,107.2,W0GJT,Grand Junction,CO,OPEN,A,201,W,,146.82,146.22,107.2,Mesa,On-Air,,,CCARC,,,Wide area: North Western Colorado - South to Montrose and East on I-70.,,,,,,,,,,,,,,,,,,,,,,,,,,28515,,,,,,,,,,,,,,,,,,,,,,,,
449.775,-5,173.8,KD0SMZ,Grand Junction,CO,OPEN,EI,201,W,,449.775,444.775,173.8,Mesa,On-Air,,,CCARC,,,,,,88.5,,,,,,,,,,,,,,,,7572,7573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,107.2,KE0TY,Grand Junction,CO,OPEN,,201,W,,147.39,147.99,107.2,Mesa,,Linked.,,CCARC,,KE0TY,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,,KD0RED,Grand Junction,CO,OPEN,,201,W,,446.775,441.775,,Mesa,On-Air,,,,,,,,,,,KD0RED (B) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.5,-5,114.8,KC0ARV,Grand Junction,CO,OPEN,,201,W,,447.5,442.5,114.8,Mesa,,,,CCARC,,KC0ARV,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.105,0.6,,K0SSI,Grand Junction,CO,OPEN,,201,W,,147.105,147.705,,Mesa,On-Air,,,CCARC,,K0SSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.355,-0.6,88.5,KB0VJJ,"Grand Junction, Grand Mesa",CO,OPEN,,201.7,W,,147.355,146.755,88.5,Mesa,On-Air,,Full-time to the  Colorado Connection System .,CCARC,,Colorado Connection,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.985,-0.6,156.7,N0OMC,Lakin,KS,OPEN,,202.4,SE,,146.985,146.385,156.7,Kearney,On-Air,E-power,,Kansas Repeater Council,,N0OMC,Local,,,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.75,5,162.2,NV8Q,"Colby, K-Link",KS,OPEN,A,203.2,E,,444.75,449.75,162.2,Thomas,On-Air,"Linked to K-Link Repeater Network 
E-power (batt) 
Allstar 46010",Full-time to the  K-Link System .,Kansas Repeater Council,,,"Wide area. 
 Click for coverage map.  50 mi radius.",,ARES: Sat at 21:00.,162.2,,,,,,,,,,,,Off air due to unknown failure.,Listen Live,K-Link Repeater Network,K-Link Repeater Network,,,,,,,,46010,,,,,,,,,,,,,,,,,,,,,,,,
145.37,-0.6,100,KB0VIU,Hesperus,CO,OPEN,,204.1,WSW,,145.37,144.77,100,La Plata,On-Air,E-power.,,CCARC,,,,,,100,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.82,-0.6,156.7,NW0K,Colby,KS,OPEN,I,204.5,E,,146.82,146.22,156.7,Thomas,On-Air,"Closed autopatch, e-power.",,Kansas Repeater Council,,TARC,Local,,,156.7,,,,,,,,,,,,,,,,,7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,141.3,K0ECT,Colby,KS,OPEN,,206.1,E,,444.4,449.4,141.3,Thomas,On-Air,,Full-time to the  SKECT System .,Kansas Repeater Council,,,,,,,,,,,,,,,,,,"Repeater has zero hang-time, which gives the appearance that it's down.  It does work!",,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.4,-5,131.8,KB0YNA,"Delta, Uncompahgre Butte",CO,OPEN,I,207,W,,449.4,444.4,131.8,Mesa,On-Air,E-power.,Full-time to the  GMRA Open System .,CCARC,,"WA4HND,  Grand Mesa Repeater Association",Wide area via links - Western Colorado - Eastern Utah,,RACES Wed 1930 Hrs,131.8,,,,,,,,,,,,Closed IRLP out - Ask for a control op,,http://www.gmra.org,,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.125,5,114.8,WB7GR,"Scottsbluff, Stage Hill",NE,OPEN,,207,NNE,,444.125,449.125,114.8,Scotts Bluff,On-Air,Linked to Albin (147.165) and Cheyenne (146.775),,,,SBCEMA,Wide area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,,K0ECT,Ulysses,KS,OPEN,,207.1,SE,,147.06,147.66,,Grant,On-Air,,,Kansas Repeater Council,,SKECT,Local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,207.5,SW,,147.36,147.96,100,San Juan,On-Air,,Full-time to the  San Juan Connection System .,NMFCC,,,,,,,,,,,,,,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.375,5,100,KB5ITS,"Mancos, Caviness Mountain",CO,OPEN,,207.7,WSW,,442.375,447.375,100,Montezuma,On-Air,,Full-time to the  San Juan Connection System .,,,San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,141.3,W0MI,Scott City,KS,OPEN,,208.7,ESE,,146.7,146.1,141.3,Scott,On-Air,E-power.,"Full-time to  
        146.91000 (W0GCK) at Garden City, KS .",Kansas Repeater Council,,Sand Hills ARC,Local.,,Tue at 20:30.,141.3,,,,,,,,,,,,Comet GP-6 @ 125'.,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,
444.3,5,141.3,K0ECT,Elkader,KS,OPEN,,210,ESE,,444.3,449.3,141.3,Logan,On-Air,E-power.,Full-time to the  SKECT System .,Kansas Repeater Council,,SKECT,,,,141.3,,,,,,,,,,,,,,http://skect.org/default.aspx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
