Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,Mi,Dir,,Downlink,Uplink,Uplink Tone,DMR Enabled,Color Code,Wide Network,Talkgroup Network,Talkgroups,Colorado,Southern Colorado,County,Op Status,Sponsor,Last update,D-STAR Enabled,Node,Sources,Affiliate,Web links,Coordination,Grid,Coverage,Downlink Tone,Features,Links,Nets,Notes,EchoLink,IRLP,AllStar,Denver Regional,Location Photo,Feed,Commands,On-air,Northern Colorado,YSF Digital Enabled,DG-ID,Mixed-Mode,Worldwide,North America,Local/Cluster,P25 Digital Enabled,NAC,Default Reflector,WIRES-X,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,English,TAC 310,N. Colorado,Worldwide English,DCI Bridge,Mountain Reg USA,Europe,Southwest USA,Wyoming,WyLOCAL
448.475,-5,100,KC0KWD,Greeley,CO,OPEN,I,147.5,NNE,,448.475,443.475,100,,,,,,,,Weld,On-Air,Weld Amateur Radio Society (WARS),,,,,,http://www.warsco.org/,CCARC,,,,,,,,,3839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KC0KWD,Greeley,CO,OPEN,I,147.5,NNE,,147,147.6,100,,,,,,,,Weld,On-Air,Weld ARS,,,,,,,CCARC,,,100,"Yaesu System Fusion, 20 Watts. Will be switching to DSQ on 1 Feb 2016.",,,,,3839,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
145.16,-0.6,88.5,KB0VJJ,"Walden, Peterson Ridge",CO,OPEN,,147.5,N,,145.16,144.56,88.5,,,,,,,,Jackson,On-Air,Colorado Connection,,,,,,,CCARC,,"North Park, along with portions of I-80 from Laramie, Wyoming, to Rock Springs, Wyoming.",123,8,Full-time to the  Colorado Connection System .,"Central Colorado Traffic Net: Daily at 19:30. 
Colorado Connection Net (all welcome): Thu at 20:00. 
Statewide ARES: Sun at 20:00.",Part of the Colorado Connection system of repeaters.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.7,-5,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,147.9,NNE,,447.7,442.7,100,,,,,,,,Larimer,On-Air,Northern Colorado Amateur Radio Club,,,,,,http://ncarc.net/,,,Wide Area Coverage,100,,"Linkable to  
        146.62500 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .
 


Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Full-time to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.84,-1.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,148.3,NNE,,224.84,223.24,100,,,,,,,,Larimer,On-Air,Northern Colorado ARC,,,,,,,,,"Wide Area: Northern CO Front Range and into Cheyenne - Laramie, WY",100,"E-power, 25 watts.","Full-time to  
        447.70000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.325,-0.6,100,KB5ITS,"Mancos, Menefee Mountain",CO,OPEN,,148.3,WSW,,145.325,144.725,100,,,,,,,,Montezuma,On-Air,,,,,,,http://www.sjcham.com,CCARC,,Wide area.,,E-power.,,,Full time to the San Juan Connection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.625,-0.6,100,W0UPS,"Fort Collins, Buckhorn Mountain",CO,OPEN,,148.3,NNE,,146.625,146.025,100,,,,,,,,Larimer,On-Air,Northern Colorado ARC,,,,,,,CCARC,,Wide area: Northern front range.,100,E-power.,"Linkable to  
        146.85000 (W0UPS) at Greeley, UNC, CO .
 


Linkable to  
        224.84000 (W0UPS) at Fort Collins, Buckhorn Mountain, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.06,0.6,100,NM5SJ,"Nebo, Cedar Hill",NM,OPEN,,149,SW,,147.06,147.66,100,,,,,,,,San Juan,On-Air,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,149,NNE,,147.36,147.96,100,,,,,,,,Larimer,On-Air,CO State Univ ARC,,,,,,,CCARC,,Map,100,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.36,0.6,100,KB5ITS,"Navajo Dam, Navajo Lake",NM,OPEN,,149.1,SW,,147.36,147.96,100,,,,,,,,San Juan,On-Air,,,,,,,http://www.sjcham.com,NMFCC,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.8125,-5,,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,149.2,NNE,,446.8125,441.8125,,,,,,,,,Larimer,On-Air,W0QEY CSU,,,W0QEY (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,CCARC,,Fort Collins Local Area,,D-Star Gateway,,,Free Star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC6,N5UBJ,"Mancos, Caviness Mountain",CO,OPEN,,149.4,WSW,,446.7375,441.7375,,,6,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Southern Colorado  1  719    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,1,Montezuma,On-Air,RMHAM,,,,,,http://www.rmham.org,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,149.8,NNE,,147.39,147.99,,,2,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  TAC 310  1  310      DCI Bridge  1  3100      N. Colorado  1  3171      Mountain Reg USA  1  3177      Local/Cluster  2  2    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,Larimer,On-Air,KT0L - NoCo C-Bridge Network,,,,,,Documentation,CCARC,,"Fort Collins east side, into Red Feather Lakes area.",,,,Tac 310 Net: Sun at 18:00.,,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,,1,1,,,,
927.925,-25,D114,W7RF,Fort Collins,CO,OPEN,,149.8,NNE,,927.925,902.925,D114,,,,,,,,Larimer,Testing,W7RF,,,,,,,CCARC,,"Fort Collins, Loveland, Northern Colorado",D114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,149.8,NNE,,447.725,442.725,131.8,,,,,,,,Larimer,On-Air,W7RF,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,149.8,NNE,,449.85,444.85,100,,,,,,,,Larimer,On-Air,CO State Univ ARC,,,,,,,CCARC,,Map,100,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.21,-0.6,110.9,N5GDR,Cimarron,NM,OPEN,A,152.1,SSE,,145.21,144.61,110.9,,,,,,,,Colfax,On-Air,"Gary Reynolds N5GDR, Dale Finley KB5NFT",,,,,,,NMFCC,,,110.9,,,,,,,46298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,131.8,WA4HND,"Grand Junction, Black Ridge",CO,OPEN,I,152.5,WNW,,449.575,444.575,131.8,,,,,,,,Mesa,On-Air,,,,,,Grand Mesa Repeater Assoc,GMRA Repeaters,CCARC,,Grand Junction,131.8,e-power. Linked to GMRA Open System,,Wed RACES Net 1930 Hrs,Closed IRLP out,,3710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,107.2,W0RRZ,"Grand Junction, Black Ridge (Above Colorado Ntl Monument)",CO,OPEN,,152.5,WNW,,146.94,146.34,107.2,,,,,,,,Mesa,On-Air,Western Colorado Amateur Radio Club,,,,,,http://w0rrz.org,CCARC,,Grand Junction 30-50 mi,107.2,E-power and autopatch for WCARC members,,Oatmeal Net: Mon-Fri at 7:30AM-8:00AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,152.9,NNE,,447.2,442.2,82.5,,,,,,,,Weld,On-Air,N6RFI,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC2,W0DMR,"Fort Collins, Timnath",CO,OPEN,,153.3,NNE,,446.775,441.775,,,2,,BrandMeister US,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide English  1  91  Full-Time    North America  1  93  Full-Time    DCI Bridge  1  3100  Full-Time    Local/Cluster  2  2      Colorado  2  3108  Full-Time    N. Colorado  2  3171  Full-Time  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",2,,Larimer,On-Air,W0DMR - NoCo C-bridge Network,,,,,Brandmeister Network,W0DMR,CCARC,,"Fort Collins east side, into Red Feather Lakes area.",,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,,,,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",,,,,,,1,2,,,,,,,,,,,,2,1,1,,,,,
447.275,-5,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,154.9,WSW,,447.275,442.275,100,,,,,,,,Montezuma,On-Air,,,,,,,http://www.sjcham.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,100,KB5ITS,"Dolores, Summit Ridge",CO,OPEN,,154.9,WSW,,145.19,144.59,100,,,,,,,,Montezuma,On-Air,,,,,,,http://www.sjcham.com,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.34,0.6,100,N5LEM,"Angel Fire, Agua Fria Peak",NM,OPEN,,156.4,SSE,,147.34,147.94,100,,,,,,,,Colfax,On-Air,Taos ARC,,,,,,Taos Amateur Radio Club,NMFCC,,Wide area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.325,-5,110.9,WB7UPS,Wellington,CO,OPEN,,158.9,NNE,,448.325,443.325,110.9,,,,,,,,Larimer,On-Air,,,,,,,,CCARC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.4,-1.6,225.7,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,159.2,S,,224.4,222.8,225.7,,,,,,,,Taos,On-Air,Taos ARC,,,,,,http://taosarc.org,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.5,0,100,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,159.2,S,,51.5,51.5,100,,,,,,,,Taos,On-Air,Taos ARC,,,,,,Taos Amateur Radio Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.12,0.6,67,KF5PFO,"Taos, Picuris Peak",NM,OPEN,E,159.2,S,,147.12,147.72,67,,,,,,,,Taos,On-Air,Taos Amateur Radio Club,,,,,ARRL,http://taosarc.org/,NMFCC,,Wide area.,,E-power.,,,,828279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.875,-5,123,KF5PFO,"Taos, Picuris Peak",NM,OPEN,,159.3,S,,449.875,444.875,123,,,,,,,,Taos,On-Air,Taos ARC,,,,,,,NMFCC,,,,"Linked to 147.34, E-Power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.265,-0.6,107.2,WD0HAM,Craig,CO,OPEN,,159.8,NNW,,145.265,144.665,107.2,,,,,,,,Moffat,,NW Colorado ARC,,,,,,,CCARC,,,,E-power.,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
146.97,-0.6,88.5,KB0VJJ,Craig,CO,OPEN,,159.8,NNW,,146.97,146.37,88.5,,,,,,,,Moffat,On-Air,Northwest Colorado Amateur Radio Association,,,,,Colorado Connection,,CCARC,,,123,,Full-time to the  Colorado Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,100,KB5ITS,"Aztec, Tank Mtn",NM,OPEN,,160.9,SW,,146.88,146.28,100,,,,,,,,San Juan,On-Air,,,,,,,http://www.sjcham.com,NMFCC,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC1,N5UBJ,Aztec,NM,OPEN,,160.9,SW,,442.25,447.25,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,San Juan,On-Air,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,2,,,2,,2,2,,
447.45,-5,107.2,KB5ITS,Aztec,NM,OPEN,,160.9,SW,,447.45,442.45,107.2,,,,,,,,San Juan,On-Air,KB5ITS,,,,,,,NMFCC,,,,"E-power, remote base.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.74,-0.6,100,NM5SJ,Aztec,NM,OPEN,,160.9,SW,,146.74,146.14,100,,,,,,,,San Juan,On-Air,Totah ARC,,,,,,,NMFCC,,,,"Closed autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.18,0.6,100,KD5PX,"Dixon, Cerro Abajo",NM,OPEN,,161.5,S,,147.18,147.78,100,,,,,,,,Rio Arriba,On-Air,,,,,,,,NMFCC,DM76BF,Dixon Embudo Ojo Sarco St Rd 68 Rio Grande Canyon,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.04,0.6,141.3,NM5EM,"Abiquiu, Cerro Pelon",NM,OPEN,,161.8,S,,147.04,147.64,141.3,,,,,,,,Rio Arriba,Off-Air,NMEMA ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.1,-20,,KF5VBE,Aztec,NM,CLOSED,,162.8,SW,,1291.1,1271.1,,,,,,,,,Bernalillo,On-Air,San Juan County,,,KF5VBE (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,NMFCC,,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.115,-0.6,,KF5VBE,Farmington,NM,OPEN,,162.9,SW,,145.115,144.515,,,,,,,,,San Juan,On-Air,,,,KF5VBE (C) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.175,-5,127.3,KD5LWU,Cortez,CO,OPEN,E,163,WSW,,449.175,444.175,127.3,,,,,,,,Montezuma,Off-Air,KD5LWU,,,,,,,CCARC,,,,,,,,24336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.3,-20,,KF5VBD,"Bloomfield, Harris Mesa",NM,CLOSED,,163,SW,,1292.3,1272.3,,,,,,,,,San Juan,On-Air,San Juan County,,,KF5VBD (A) Gateway Repeater,"jfindu lookup 
    /   dstar-users lookup",,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.79,-0.6,127.3,KD5LWU,"Cortez, Downtown",CO,OPEN,EA,163,WSW,,146.79,146.19,127.3,,,,,,,,Montezuma,On-Air,KD5LWU,,,,,,,CCARC,,,127.3,,,4,,24336,,29317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.28,0.6,67,NM5ML,"Bloomfield, Harris Mesa",NM,OPEN,,165.9,SW,,147.28,147.88,67,,,,,,,,San Juan,On-Air,,,,,,,,NMFCC,,Wide area.,,6,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.1,0.6,100,KB5ITS,"Bloomfield, Harris mesa",NM,OPEN,,165.9,SW,,147.1,147.7,100,,,,,,,,San Juan,On-Air,San Juan connection,,,,,,http://www.sjcham.com,NMFCC,,,,,Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.65,-5,127.3,KB5ITS,Bloomfield,NM,OPEN,,166.4,SW,,448.65,443.65,127.3,,,,,,,,San Juan,On-Air,,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.92,-0.6,100,K5WXI,Bloomfield,NM,OPEN,,166.4,SW,,146.92,146.32,100,,,,,,,,San Juan,On-Air,San Juan County OEM,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.2,-5,CC7,W0FT,"Fort Morgan, Fort Morgan EOC",CO,OPEN,,166.8,NE,,448.2,443.2,,,7,,,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Colorado  1  700      Northern Colorado  2  721    
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",1,,Morgan,On-Air,,,,,,NEAHR,Rocky Mountain Ham Radio,CCARC,,,,Mixed Mode,Full-time to the  Colorado TRBO System .,,"See the website for more info on Time Slot, Talk Group and Color Code Programming.",,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
147.175,0.6,141.3,NM5EM,"Des Moines, Sierra Grande",NM,OPEN,,170.4,SE,,147.175,147.775,141.3,,,,,,,,Union,On-Air,NMEMA ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.8,5,77,N5BOP,Des Moines,NM,OPEN,,170.4,SE,,444.8,449.8,77,,,,,,,,Union,Off-Air,Sierra Grande Repeater Club,,,,,,,NMFCC,,Wide area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,N5BOP,Des Moines,NM,OPEN,,170.4,SE,,146.85,146.25,100,,,,,,,,Union,Off-Air,Sierra Grande RC,,,,,,,NMFCC,,Wide area.,,E-power.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.85,-0.6,100,K5WXI,Farmington,NM,OPEN,,174.1,SW,,146.85,146.25,100,,,,,,,,San Juan,On-Air,Totah ARC,,,,,,,NMFCC,,,100,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,100,K5WY,Farmington,NM,OPEN,,174.1,SW,,449,444,100,,,,,,,,San Juan,,K5WY,,,,,,,NMFCC,,,,E-power.,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0.6,100,KB5ITS,Farmington,NM,OPEN,,174.1,SW,,147,147.6,100,,,,,,,,San Juan,On-Air,,,,,,,,NMFCC,,,,"Autopatch, e-power.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,100,KB5ITS,Farmington,NM,OPEN,,174.1,SW,,146.76,146.16,100,,,,,,,,San Juan,On-Air,,,,,,,http://www.sjcham.com,NMFCC,,,100,"Closed autopatch, e-power.",Full-time to the  San Juan Connection System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.01,-1,131.8,KB5ITS,Farmington,NM,OPEN,,174.1,SW,,53.01,52.01,131.8,,,,,,,,San Juan,On-Air,KB5ITS,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.15,5,,KF5VBF,Farmington,NM,OPEN,,174.2,SW,,444.15,449.15,,,,,,,,,San Juan,On-Air,San Juan County,,,KF5VBF (B) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,,,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.325,5,CC1,N5UBJ,Farmington,NM,OPEN,,174.2,SW,,442.325,447.325,,,1,,AZ-TrboNet,"Open Talkgroup View 


 
   
    
     Assignment 
     TS 
     TG 
     Access 
   

  Worldwide  1  1  PTT    North America  1  3  PTT    English  1  13  Full-Time      2    Full-Time    Europe  2  2  Full-Time    TAC 310  2  310  PTT    DCI Bridge  2  3100  PTT    Southwest USA  2  3176  PTT  
  
 
 
function myFunction(id) {
    var x = document.getElementById(id);
    if (x.className.indexOf(""w3-show"") == -1) {
        x.className += "" w3-show"";
    } else {
        x.className = x.className.replace("" w3-show"", """");
    }
}",,,San Juan,On-Air,,,,,,,http://www.aztrbonet.com/MinimalNetwatch,NMFCC,,,,AZ-TRBONET,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,2,,,2,,2,2,,
447,-5,107.2,KB0SW,"Loma, Baxter Pass",CO,OPEN,,174.2,WNW,,447,442,107.2,,,,,,,,Garfield,On-Air,,,,,,,,CCARC,,Wide area.,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.7,-20,,KF5VBF,"Farmington, Farmington Bluffs",NM,CLOSED,,175.4,SW,,1291.7,1271.7,,,,,,,,,San Juan,On-Air,San Juan County,,,KF5VBF (A) Repeater,"jfindu lookup 
    /   dstar-users lookup",,,NMFCC,,,,DV only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.015,0.6,146.2,N7UW,"Laramie, Jelm Mountain",WY,OPEN,E,177.1,N,,147.015,147.615,146.2,,,,,,,,Albany,On-Air,"Albany County ARES/RACES, University Amateur Radio",,,,,,http://www.uwyo.edu/uarc/,,,Albany County,,,,,,82070,,,,,,,,,,Open ↑ / Open ↓,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,
146.76,-0.6,88.5,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,179.6,W,,146.76,146.16,88.5,,,,,,,,Grand,On-Air,Sinbad Desert ARC,,,,,,http://www.sdarc.us/repeaters/bald.html,UVHFS,,Moab and immediate surroundings.,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.1,-5,107.2,K7QEQ,"Moab, Bald Mesa",UT,OPEN,,179.8,W,,449.1,444.1,107.2,,,,,,,,Grand,On-Air,Grand Mesa Repeater Association (GMRA),,,,,,GMRA Repeaters,UVHFS,,"Wide area: Moab and surrounding areas, including large portions of Arches and Canyonlands National Parks.",107.2,8,,RACES Wed. 1930 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.24,0.6,67,NM5ML,"Cuba, Eureka Mesa",NM,OPEN,,180.3,SSW,,147.24,147.84,67,,,,,,,,Sandoval,On-Air,,,,,,,,NMFCC,,Wide area.,,9,Full-time to the  Mega-Link System .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,NM5SJ,Lybrook,NM,OPEN,,180.7,SSW,,145.49,144.89,100,,,,,,,,Rio Arriba,On-Air,Totah ARC,,,,,,,NMFCC,,,,Closed autopatch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.175,-0.6,141.3,NM5EM,"Cuba, Eureka Mesa",NM,OPEN,,181.4,SSW,,145.175,144.575,141.3,,,,,,,,Sandoval,Off-Air,NMEMA ARC,,,,,,,NMFCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.88,-0.6,CSQ,W5PDO,"Los Alamos, Barranca Mesa",NM,OPEN,,182.5,S,,146.88,146.28,CSQ,,,,,,,,Los Alamos,On-Air,Los Alamos ARC,,,,,,,NMFCC,,,CSQ,,,LAARC: Sun at 2000.,Located on the Barranca Mesa water tower.,,,,,,,"Autopatch: Up- *88, wait for dialtone, and dial phone nbr. Down- #.",,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,100,KA5BIW,Los Alamos,NM,OPEN,E,183.3,S,,442,447,100,,,,,,,,Los Alamos,On-Air,KA5BIW,,,,,,http://ka5biw.com/ham_radio/repeater.php,,,,,Linked with 224.04 KA5BIW,,,,87566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.04,-1.6,100,KA5BIW,Los Alamos,NM,OPEN,,183.3,S,,224.04,222.44,100,,,,,,,,Los Alamos,On-Air,KA5BIW,,,,,,,,,,100,,,,linked with 442.0 KA5BIW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.425,5,,NM5WR,Los Alamos,NM,OPEN,,183.6,S,,442.425,447.425,,,,,,,,,Los Alamos,On-Air,,,,NM5WR (B),"jfindu lookup 
    /   dstar-users lookup",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.775,5,131.8,WD9CMS,Los Alamos,NM,OPEN,,183.6,S,,444.775,449.775,,,,,,,,,Los Alamos,On-Air,WD9CMS,,,,,,,NMFCC,,Los Alamos and surrounding areas,,E-power.,,,"Mixed mode analog and digital P25 system, linked with 927.9 WD9CMS",,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,
442.925,5,CC1,KE8AVN,Los Alamos,NM,OPEN,,184.2,S,,442.925,447.925,,,1,,,,,,Los Alamos,,,,,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,
145.19,-0.6,162.2,W5SF,"Los Alamos, Pajarito Mountain",NM,OPEN,,184.2,S,,145.19,144.59,162.2,,,,,,,,Los Alamos,On-Air,SFARC,,,,,,,NMFCC,,Wide Area,,E-power (solar).,,Northern New Mexico Amateur Radio Net: Mon at 20:30.,W5SF/PAJ - Distinct from the NM5SC repeater near Cuba on Pajarito Peak.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.265,0,203.5,KC2HSO,Los Alamos,NM,OPEN,I,184.2,S,,144.265,144.265,203.5,,,,,,,,Los Alamos,On-Air,,,,,,,,,,,,,,,,,8039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,CC,NM5BB,Los Alamos,NM,OPEN,,184.2,S,,442.25,447.225,,,,,,,,,Los Alamos,Off-Air,,,,,,,,NMFCC,,,,,,,TS1 only. Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.9,-25,131.8,WD9CMS,Los Alamos,NM,OPEN,,184.2,S,,927.9,902.9,,,,,,,,,Los Alamos,On-Air,,,,,,,,NMFCC,,Los Alamos and surrounding areas,,,,,"Mixed mode analog and digital P25 system, linked with 444.775 WD9CMS",,,,,,,,,,,,,,,,,293,,,,,,,,,,,,,,,,,
